strainID,Assay Raw
M652,0.3952
M652,0.3968
M652,0.3941
M652,0.3734
M652,0.3882
M728,0.3434
M9,0.3961
M652,0.3913
M652,0.3849
M652,0.3955
M652,0.3938
M728,0.3445
M9,0.4062
M672,0.4438
M1088,0.3995
M1088,0.4863
M1088,0.3879
M1088,0.4479
M1088,0.408
M1088,0.4517
M1088,0.4205
M1088,0.4447
M1088,0.5339
M1088,0.4602
M1088,0.4501
M672,0.4557
M1088,0.3974
M1088,0.4554
M1088,0.3879
M1088,0.4274
M1088,0.5108
M1088,0.4761
M1088,0.44799999999999995
M1088,0.5379
M1088,0.4314
M1088,0.4485
M1088,0.4115
M1088,0.4198
M1088,0.4073
M1088,0.4137
M1088,0.4691
M1088,0.4881
M1088,0.4314
M1088,0.4405
M1088,0.4222
M1088,0.4316
M1088,0.5045
M1088,0.42
M1088,0.4224
M672,0.4314
M1088,0.4549
M1088,0.41700000000000004
M672,0.4421
M1088,0.4089
M1088,0.5066
M1088,0.4967
M1088,0.3888
M1088,0.4532
M1088,0.3919
M1088,0.4569
M1088,0.3992
M672,0.4495
M1088,0.5125
M1088,0.4263
M672,0.4326
M1088,0.4566
M1088,0.4558
M1088,0.5035
M1088,0.3932
M1088,0.3948
M1088,0.4548
M1088,0.4279
M1088,0.45299999999999996
M1088,0.4567
M1088,0.4704
M1088,0.4435
M1088,0.4661
M1088,0.3976
M1088,0.4432
M1088,0.4177
M1088,0.434
M1088,0.414
M1088,0.4485
M1088,0.4633
M728,0.3415
M1088,0.4476
M1088,0.4095
M1088,0.4428
M1088,0.4659
M672,0.4457
M1088,0.3907
M1088,0.4414
M1088,0.4215
M1088,0.4009
M1088,0.3911
M1088,0.4351
M728,0.3467
M1088,0.4428
M1088,0.4943
M1088,0.4039
M1088,0.3952
M1088,0.4142
M672,0.4463
M672,0.4605
M1088,0.5171
M1088,0.5064
M672,0.4389
M1088,0.5102
M1088,0.47200000000000003
M1088,0.4885
M1088,0.4245
M672,0.4539
M672,0.4605
M1088,0.4451
M672,0.465
M672,0.5042
M1088,0.5867
M1088,0.4645
M728,0.35600000000000004
M672,0.4601
M1088,0.4176
M728,0.3502
M672,0.4603
M9,0.4226
M675,0.3951
M675,0.4112
M675,0.3958
M675,0.4132
M675,0.4093
M675,0.4219
M675,0.4234
M675,0.4228
M675,0.4137
M675,0.4147
M675,0.4221
M9,0.4124
M675,0.4175
M675,0.4305
M675,0.4221
M675,0.4263
M675,0.415
M675,0.433
M675,0.4328
M675,0.4057
M675,0.4079
M675,0.4387
M675,0.3995
M675,0.4164
M675,0.4107
M675,0.4232
M675,0.4143
M675,0.4245
M675,0.4175
M675,0.4037
M675,0.4035
M675,0.4239
M675,0.4289
M675,0.4102
M675,0.3907
M9,0.4218
M675,0.408
M675,0.3957
M9,0.4033
M675,0.4071
M675,0.4256
M675,0.449
M675,0.4177
M675,0.4138
M675,0.4291
M675,0.4206
M675,0.4112
M9,0.4075
M675,0.4494
M675,0.4171
M9,0.4279
M675,0.4192
M675,0.4207
M675,0.4243
M675,0.4277
M675,0.4236
M675,0.4165
M675,0.4433
M675,0.41600000000000004
M675,0.4088
M675,0.4237
M675,0.3988
M675,0.4278
M675,0.4352
M675,0.4122
M675,0.4383
M675,0.397
M675,0.42
M675,0.4298
M675,0.4212
M728,0.3547
M675,0.4257
M675,0.4208
M675,0.4261
M675,0.4262
M9,0.4098
M675,0.4098
M675,0.4276
M675,0.4052
M675,0.4499
M675,0.4079
M675,0.4202
M728,0.3539
M675,0.4238
M675,0.4305
M675,0.4231
M675,0.4218
M675,0.4263
M9,0.4285
M9,0.4075
M675,0.4168
M675,0.4088
M675,0.4256
M675,0.4127
M675,0.4008
M675,0.4013
M675,0.4105
M675,0.4079
M675,0.4163
M675,0.406
M675,0.4242
M9,0.4149
M675,0.4145
M675,0.4258
M675,0.4057
M675,0.4048
M675,0.4048
M675,0.41200000000000003
M675,0.4194
M675,0.3998
M675,0.4343
M675,0.4133
M675,0.4139
M675,0.4148
M675,0.4193
M675,0.4338
M675,0.4087
M675,0.4111
M675,0.3904
M675,0.4246
M675,0.4346
M675,0.4147
M675,0.4331
M675,0.4238
M675,0.3881
M9,0.4065
M675,0.4109
M675,0.4158
M9,0.4066
M675,0.4123
M675,0.3956
M675,0.4143
M675,0.4166
M675,0.4171
M675,0.3899
M675,0.423
M675,0.4122
M9,0.4136
M675,0.4366
M675,0.4185
M9,0.4156
M675,0.4143
M675,0.4052
M675,0.4335
M675,0.4281
M675,0.4234
M675,0.4218
M675,0.4212
M675,0.4043
M675,0.4343
M675,0.4108
M675,0.4152
M675,0.414
M675,0.4129
M675,0.4259
M675,0.4238
M675,0.4234
M675,0.4135
M675,0.4201
M675,0.4165
M728,0.3463
M675,0.4381
M675,0.4159
M675,0.4153
M675,0.4063
M9,0.4133
M675,0.4249
M675,0.4191
M675,0.43
M675,0.4187
M675,0.4089
M675,0.4145
M728,0.3585
M675,0.423
M675,0.41700000000000004
M675,0.4243
M675,0.4203
M675,0.4172
M9,0.4187
M9,0.4237
M675,0.4153
M675,0.4045
M675,0.4122
M675,0.4426
M675,0.418
M675,0.429
M675,0.4196
M675,0.4228
M675,0.4113
M675,0.4233
M675,0.4272
M9,0.4203
M675,0.4083
M675,0.423
M675,0.3974
M675,0.4305
M675,0.4162
M675,0.4333
M675,0.4125
M675,0.4254
M675,0.4238
M675,0.4188
M675,0.418
M675,0.3956
M675,0.4177
M675,0.418
M675,0.4249
M675,0.4152
M675,0.4156
M675,0.4286
M675,0.4324
M675,0.4136
M675,0.4081
M675,0.4305
M9,0.4273
M675,0.4293
M675,0.4365
M9,0.4195
M675,0.4167
M675,0.419
M675,0.4348
M675,0.3295
M675,0.4106
M675,0.4117
M675,0.4143
M9,0.4184
M675,0.4717
M675,0.4281
M9,0.4344
M675,0.4222
M675,0.4424
M675,0.4065
M675,0.4339
M675,0.4231
M675,0.4127
M675,0.4266
M675,0.4076
M675,0.4347
M675,0.4422
M675,0.4278
M675,0.4249
M675,0.4314
M675,0.4302
M675,0.4178
M675,0.3926
M675,0.4187
M728,0.3543
M675,0.4332
M675,0.4282
M675,0.4306
M675,0.4509
M9,0.4501
M675,0.4469
M675,0.4267
M675,0.4489
M675,0.4234
M675,0.41600000000000004
M728,0.368
M675,0.4208
M675,0.4266
M675,0.4369
M675,0.4223
M675,0.4052
M9,0.4269
M9,0.4222
M677,0.3981
M677,0.4223
M677,0.4363
M677,0.4028
M677,0.4329
M677,0.42200000000000004
M677,0.4273
M677,0.4166
M677,0.4122
M677,0.4205
M677,0.4176
M9,0.4173
M677,0.4175
M677,0.4426
M677,0.4244
M677,0.4167
M677,0.4213
M677,0.3996
M677,0.4259
M677,0.4092
M677,0.4391
M677,0.4212
M677,0.4175
M677,0.3967
M677,0.4091
M677,0.4236
M677,0.4439
M677,0.4323
M677,0.4044
M677,0.4151
M677,0.4082
M677,0.4317
M677,0.4031
M677,0.4145
M677,0.4186
M9,0.4126
M677,0.4282
M677,0.4092
M9,0.4234
M677,0.4182
M677,0.439
M677,0.4315
M677,0.4219
M677,0.4189
M677,0.4156
M677,0.418
M677,0.4138
M9,0.4256
M677,0.4621
M677,0.4184
M9,0.4184
M677,0.4102
M677,0.4276
M677,0.4347
M677,0.4287
M677,0.4204
M677,0.4081
M677,0.45299999999999996
M677,0.4181
M677,0.4366
M677,0.4238
M677,0.4003
M677,0.4312
M677,0.4189
M677,0.4133
M677,0.4309
M677,0.4509
M677,0.4339
M677,0.4011
M677,0.4454
M728,0.3675
M677,0.4245
M677,0.4455
M677,0.4263
M677,0.4214
M9,0.4270000000000001
M677,0.4442
M677,0.4045
M677,0.4203
M677,0.4128
M677,0.4205
M677,0.4155
M728,0.3526
M677,0.42
M677,0.4303
M677,0.4293
M677,0.4001
M677,0.4182
M9,0.4368
M9,0.42100000000000004
M677,0.4389
M677,0.43799999999999994
M677,0.4079
M677,0.4456
M677,0.4266
M677,0.4281
M677,0.4105
M677,0.428
M677,0.4198
M677,0.4183
M9,0.4146
M677,0.4196
M677,0.4211
M677,0.4308
M677,0.4297
M677,0.4068
M677,0.42100000000000004
M677,0.4217
M677,0.4225
M677,0.429
M677,0.4096
M677,0.4291
M677,0.4305
M677,0.4292
M677,0.4067
M677,0.3947
M677,0.4128
M677,0.4186
M677,0.4271
M677,0.429
M9,0.4215
M677,0.4334
M677,0.40700000000000003
M9,0.435
M677,0.4259
M677,0.4256
M677,0.4294
M677,0.4497
M677,0.4297
M677,0.4165
M9,0.4246
M677,0.4464
M677,0.4332
M9,0.4206
M677,0.4109
M677,0.4252
M677,0.423
M677,0.4237
M677,0.4228
M677,0.4317
M677,0.4226
M677,0.4334
M677,0.4163
M677,0.4397
M677,0.3314
M677,0.4193
M677,0.413
M677,0.42
M677,0.434
M728,0.3541
M677,0.4245
M677,0.41
M677,0.4187
M677,0.4238
M9,0.4309
M677,0.4148
M677,0.4314
M677,0.4239
M677,0.4497
M677,0.426
M728,0.3594
M677,0.3968
M677,0.4241
M677,0.423
M677,0.4223
M9,0.4165
M590,0.5058
M1090,0.4538
M1090,0.4755
M1090,0.4438
M1090,0.4391
M1090,0.4731
M1090,0.4392
M1090,0.4967
M1090,0.4385
M1090,0.4964
M1090,0.4792
M1090,0.4817
M590,0.4704
M1090,0.4586
M1090,0.4606
M1090,0.4729
M1090,0.4633
M1090,0.5017
M1090,0.4734
M1090,0.4963
M1090,0.4654
M1090,0.4648
M1090,0.4437
M1090,0.4741
M1090,0.4698
M1090,0.4777
M1090,0.5145
M1090,0.4579
M1090,0.4676
M1090,0.4709
M1090,0.4813
M1090,0.4955
M1090,0.4665
M1090,0.4621
M1090,0.4635
M1090,0.512
M590,0.4989
M1090,0.4594
M1090,0.4723
M590,0.519
M1090,0.5017
M1090,0.4959
M1090,0.4812
M1090,0.4524
M1090,0.4636
M1090,0.4431
M1090,0.4562
M1090,0.4635
M590,0.5275
M1090,0.5059
M1090,0.4929
M590,0.4788
M1090,0.5056
M1090,0.4678
M1090,0.5078
M1090,0.4414
M1090,0.4648
M1090,0.4562
M1090,0.4477
M1090,0.4616
M1090,0.5028
M1090,0.5267
M1090,0.5006
M1090,0.4951
M1090,0.4811
M1090,0.5047
M1090,0.4486
M1090,0.4544
M1090,0.4618
M1090,0.4843
M1090,0.4715
M728,0.3517
M1090,0.4396
M1090,0.4794
M1090,0.4958
M1090,0.4752
M590,0.4754
M1090,0.485
M1090,0.4613
M1090,0.4516
M1090,0.496
M1090,0.4864
M1090,0.4898
M728,0.35600000000000004
M1090,0.4736
M1090,0.4694
M1090,0.4703
M1090,0.4659
M1090,0.4920000000000001
M590,0.5008
M590,0.4972
M1090,0.4397
M1090,0.4708
M1090,0.4458
M1090,0.4422
M1090,0.4507
M1090,0.4656
M1090,0.4371
M1090,0.4581
M1090,0.4871
M1090,0.4973
M1090,0.4573
M590,0.5301
M1090,0.446
M1090,0.431
M1090,0.4409
M1090,0.4364
M1090,0.4397
M1090,0.4712
M1090,0.4882
M1090,0.4887
M1090,0.4986
M1090,0.4531
M1090,0.4566
M1090,0.4669
M1090,0.4469
M1090,0.4366
M1090,0.4319
M1090,0.4667
M1090,0.475
M1090,0.473
M1090,0.5189
M1090,0.4964
M1090,0.44799999999999995
M1090,0.4579
M1090,0.4494
M590,0.505
M1090,0.4388
M1090,0.4134
M590,0.46799999999999997
M1090,0.4938
M1090,0.5074
M1090,0.4756
M1090,0.4649
M1090,0.5012
M1090,0.4429
M1090,0.4642
M1090,0.4595
M590,0.4994
M1090,0.4687
M1090,0.446
M590,0.5152
M1090,0.4825
M1090,0.5102
M1090,0.4777
M1090,0.4516
M1090,0.4423
M1090,0.4695
M1090,0.4461
M1090,0.4449
M1090,0.4473
M1090,0.4422
M1090,0.4873
M1090,0.4675
M1090,0.5051
M1090,0.4811
M1090,0.4502
M1090,0.4762
M1090,0.4233
M1090,0.4595
M1090,0.4913
M728,0.3463
M1090,0.4399
M1090,0.4441
M1090,0.4818
M1090,0.5034
M590,0.4844
M1090,0.4968
M1090,0.4669
M1090,0.4381
M1090,0.4734
M1090,0.4652
M1090,0.4855
M728,0.3504
M1090,0.4393
M1090,0.4986
M1090,0.4779
M1090,0.4661
M1090,0.4706
M590,0.4784
M590,0.5195
M1090,0.4715
M1090,0.4503
M1090,0.46799999999999997
M1090,0.4717
M1090,0.4827
M1090,0.5067
M1090,0.4765
M1090,0.4774
M1090,0.4719
M1090,0.4929
M1090,0.5415
M590,0.5055
M1090,0.4689
M1090,0.499
M1090,0.4724
M1090,0.4474
M1090,0.474
M1090,0.5511
M1090,0.4995
M1090,0.47600000000000003
M1090,0.5067
M1090,0.5249
M1090,0.5018
M1090,0.4701
M1090,0.4719
M1090,0.4913
M1090,0.4807
M1090,0.4705
M1090,0.462
M1090,0.4705
M1090,0.4703
M1090,0.4942
M1090,0.5755
M1090,0.4829
M1090,0.4825
M590,0.5117
M1090,0.5092
M1090,0.4651
M590,0.5068
M1090,0.4796
M1090,0.4981
M1090,0.5183
M1090,0.4736
M1090,0.5134
M1090,0.4868
M1090,0.45
M1090,0.4594
M590,0.5227
M1090,0.5433
M1090,0.4941
M590,0.4838
M1090,0.5254
M1090,0.5123
M1090,0.4829
M1090,0.513
M1090,0.4695
M1090,0.4962
M1090,0.4655
M1090,0.5145
M1090,0.5327
M1090,0.4658
M1090,0.5018
M1090,0.4872
M1090,0.4724
M1090,0.49
M1090,0.5317
M1090,0.5258
M1090,0.45
M1090,0.4782
M1090,0.5292
M728,0.3564
M1090,0.4962
M1090,0.5282
M1090,0.4721
M1090,0.4718
M590,0.5111
M1090,0.4747
M1090,0.531
M1090,0.4967
M1090,0.4763
M1090,0.5214
M1090,0.5462
M728,0.3574
M1090,0.4711
M1090,0.5169
M1090,0.5252
M1090,0.4907
M1090,0.5216
M590,0.5113
M590,0.5141
M1090,0.4656
M1090,0.4455
M1090,0.4829
M1090,0.4869
M1090,0.4719
M1090,0.4955
M1090,0.5486
M1090,0.4845
M1090,0.5055
M1090,0.465
M1090,0.5665
M590,0.5045
M1090,0.4414
M1090,0.4808
M1090,0.5265
M1090,0.5053
M1090,0.5208
M1090,0.4693
M1090,0.4838
M1090,0.4629
M1090,0.4936
M1090,0.4374
M1090,0.4671
M1090,0.4763
M1090,0.4504
M1090,0.478
M1090,0.4983
M1090,0.4795
M1090,0.4992
M1090,0.4792
M1090,0.4787
M1090,0.5062
M1090,0.4742
M1090,0.4654
M1090,0.4668
M590,0.4935
M1090,0.5051
M1090,0.4938
M590,0.5004
M1090,0.5185
M1090,0.504
M1090,0.5375
M1090,0.5228
M1090,0.4951
M1090,0.5075
M1090,0.4516
M1090,0.4681
M590,0.5441
M1090,0.5658
M1090,0.4965
M590,0.4654
M1090,0.5234
M1090,0.5084
M1090,0.5311
M1090,0.4964
M1090,0.4842
M1090,0.4583
M1090,0.5028
M1090,0.4928
M1090,0.5476
M1090,0.4848
M1090,0.5155
M1090,0.511
M1090,0.4766
M1090,0.5008
M1090,0.4777
M1090,0.4477
M1090,0.4809
M1090,0.5239
M1090,0.511
M728,0.3609
M1090,0.506
M1090,0.5089
M1090,0.4958
M1090,0.4801
M590,0.5012
M1090,0.5176
M1090,0.4802
M1090,0.4934
M1090,0.4598
M1090,0.5092
M1090,0.5011
M728,0.3553
M1090,0.478
M1090,0.4919
M1090,0.5108
M1090,0.5044
M1090,0.5086
M590,0.5108
M590,0.5106
M1090,0.4696
M1090,0.4947
M1090,0.4845
M1090,0.456
M1090,0.4724
M1090,0.5185
M1090,0.4535
M1090,0.5062
M1090,0.5063
M1090,0.4676
M1090,0.5045
M590,0.4962
M1090,0.4956
M1090,0.5026
M1090,0.4729
M1090,0.4258
M1090,0.4194
M1090,0.4561
M1090,0.4454
M1090,0.452
M1090,0.5
M1090,0.4786
M1090,0.5046
M1090,0.4978
M1090,0.4811
M1090,0.4797
M1090,0.4444
M1090,0.4915
M1090,0.4909
M1090,0.484
M1090,0.4666
M1090,0.462
M1090,0.4504
M1090,0.4625
M1090,0.5075
M590,0.4981
M1090,0.4619
M1090,0.4309
M590,0.506
M1090,0.446
M1090,0.4994
M1090,0.4749
M1090,0.5069
M1090,0.4414
M1090,0.5243
M1090,0.4571
M1090,0.4942
M590,0.5184
M1090,0.4668
M1090,0.4892
M590,0.4896
M1090,0.4758
M1090,0.4857
M1090,0.4916
M1090,0.4785
M1090,0.4657
M1090,0.4914
M1090,0.506
M1090,0.4756
M1090,0.47600000000000003
M1090,0.5058
M1090,0.4598
M1090,0.4994
M1090,0.4752
M1090,0.5313
M1090,0.4589
M1090,0.4898
M1090,0.5316
M1090,0.4672
M1090,0.4967
M728,0.3578
M1090,0.4361
M1090,0.466
M1090,0.4904
M1090,0.4675
M590,0.4953
M1090,0.4883
M1090,0.4973
M1090,0.4651
M1090,0.4621
M1090,0.4865
M1090,0.4737
M728,0.3551
M1090,0.4696
M1090,0.489
M1090,0.5086
M1090,0.4762
M1090,0.4777
M590,0.5186
M590,0.5079
M1090,0.4769
M1090,0.4409
M1090,0.4665
M1090,0.4422
M1090,0.4416
M1090,0.4443
M1090,0.4634
M1090,0.5021
M1090,0.48100000000000004
M1090,0.4915
M1090,0.4601
M590,0.5159
M1090,0.4521
M1090,0.4361
M1090,0.4788
M1090,0.4753
M1090,0.4334
M1090,0.4453
M1090,0.4698
M1090,0.484
M1090,0.455
M1090,0.4635
M1090,0.4422
M1090,0.4457
M1090,0.4399
M1090,0.4332
M1090,0.4414
M1090,0.4451
M1090,0.428
M1090,0.46299999999999997
M1090,0.4837
M1090,0.4846
M1090,0.4413
M1090,0.4003
M1090,0.4381
M590,0.5254
M1090,0.4348
M1090,0.4439
M590,0.4841
M1090,0.4392
M1090,0.4866
M1090,0.4892
M1090,0.4682
M1090,0.4645
M1090,0.4551
M1090,0.4586
M1090,0.45399999999999996
M590,0.5158
M1090,0.4914
M1090,0.4376
M590,0.4967
M1090,0.4441
M1090,0.4416
M1090,0.4768
M1090,0.4368
M1090,0.4403
M1090,0.4478
M1090,0.4508
M1090,0.4472
M1090,0.4592
M1090,0.4476
M1090,0.4412
M1090,0.4856
M1090,0.4708
M1090,0.5226
M1090,0.4265
M1090,0.4392
M1090,0.4495
M1090,0.4479
M1090,0.48700000000000004
M728,0.3455
M1090,0.4351
M1090,0.4448
M1090,0.4466
M1090,0.4678
M590,0.4992
M1090,0.4414
M1090,0.451
M1090,0.4834
M1090,0.5136
M1090,0.4424
M1090,0.4419
M728,0.3532
M1090,0.4531
M1090,0.436
M1090,0.4874
M1090,0.4742
M1090,0.4498
M590,0.4956
M590,0.5471
M1090,0.4558
M1090,0.4445
M1090,0.4334
M1090,0.4541
M1090,0.4483
M1090,0.4681
M1090,0.4875
M1090,0.514
M1090,0.5283
M1090,0.4534
M1090,0.4669
M590,0.5159
M1090,0.4675
M1090,0.4329
M1090,0.4527
M1090,0.4885
M1090,0.5078
M1090,0.4437
M1090,0.484
M1090,0.4361
M1090,0.4391
M1090,0.4854
M1090,0.4593
M1090,0.44799999999999995
M1090,0.4496
M1090,0.4422
M1090,0.4697
M1090,0.5122
M1090,0.5141
M1090,0.4873
M1090,0.4464
M1090,0.4479
M1090,0.4339
M1090,0.4508
M1090,0.4691
M590,0.5329999999999999
M1090,0.48200000000000004
M1090,0.4695
M590,0.5139
M1090,0.4949
M1090,0.5163
M1090,0.4458
M1090,0.4711
M1090,0.4463
M1090,0.4518
M1090,0.436
M1090,0.428
M590,0.4948
M1090,0.5351
M1090,0.4515
M590,0.4801
M1090,0.5175
M1090,0.4704
M1090,0.4936
M1090,0.4556
M1090,0.4653
M1090,0.4522
M1090,0.4624
M1090,0.4532
M1090,0.4512
M1090,0.4648
M1090,0.5313
M1090,0.4826
M1090,0.4693
M1090,0.4946
M1090,0.4668
M1090,0.4652
M1090,0.4431
M1090,0.4396
M1090,0.4571
M728,0.3543
M1090,0.4575
M1090,0.4946
M1090,0.4786
M1090,0.5006
M590,0.4821
M1090,0.4928
M1090,0.509
M1090,0.4725
M1090,0.4578
M1090,0.4521
M1090,0.4373
M728,0.3595
M1090,0.47600000000000003
M1090,0.4848
M1090,0.5104
M1090,0.4776
M1090,0.5076
M590,0.5101
M9,0.4454
M680,0.4176
M680,0.4142
M680,0.41600000000000004
M680,0.3784
M680,0.3573
M680,0.4308
M680,0.4183
M680,0.4251
M680,0.4406
M680,0.4265
M680,0.324
M9,0.4422
M680,0.4067
M680,0.4057
M680,0.4209
M680,0.4173
M680,0.4265
M680,0.4109
M680,0.4293
M680,0.4213
M680,0.4284
M680,0.4168
M680,0.3703
M680,0.4369
M680,0.4047
M680,0.4225
M680,0.4222
M680,0.4383
M680,0.3821
M680,0.4201
M680,0.4049
M680,0.4193
M680,0.3246
M680,0.4113
M680,0.4021
M9,0.4371
M680,0.4702
M680,0.4038
M9,0.433
M680,0.4248
M680,0.4144
M680,0.424
M680,0.4395
M680,0.3737
M680,0.4196
M680,0.5463
M680,0.4148
M9,0.435
M680,0.426
M680,0.4227
M9,0.4056
M680,0.42100000000000004
M680,0.4322
M680,0.4245
M680,0.4182
M680,0.4294
M680,0.4247
M680,0.4213
M680,0.4295
M680,0.4288
M680,0.4206
M680,0.4165
M680,0.4227
M680,0.4301
M680,0.4321
M680,0.4370000000000001
M680,0.4309
M680,0.4271
M680,0.4181
M680,0.4061
M728,0.3431
M680,0.4301
M680,0.4255
M680,0.3918
M680,0.4164
M9,0.4335
M680,0.45
M680,0.4408
M680,0.4128
M680,0.381
M680,0.4312
M680,0.3227
M728,0.3552
M680,0.4397
M680,0.4283
M680,0.3925
M680,0.3894
M680,0.4155
M9,0.4384
M9,0.4508
M684,0.4184
M684,0.418
M684,0.4092
M684,0.4264
M684,0.419
M684,0.418
M684,0.4237
M684,0.3648
M684,0.4224
M684,0.3568
M684,0.4502
M9,0.4149
M684,0.3759
M684,0.4148
M684,0.3867
M684,0.375
M684,0.4087
M684,0.4111
M684,0.4173
M684,0.4093
M684,0.3699
M684,0.3181
M684,0.3996
M684,0.4065
M684,0.4231
M684,0.4227
M684,0.4367
M684,0.4022
M684,0.4067
M684,0.4325
M684,0.4263
M684,0.4176
M684,0.5488
M684,0.3727
M684,0.39399999999999996
M9,0.423
M684,0.4132
M684,0.4181
M9,0.4249
M684,0.3759
M684,0.3663
M684,0.4097
M684,0.4223
M684,0.326
M684,0.3205
M684,0.4613
M684,0.4151
M9,0.4232
M684,0.4542
M684,0.4236
M9,0.4059
M684,0.3582
M684,0.4233
M684,0.4293
M684,0.4048
M684,0.3839
M684,0.4282
M684,0.4285
M684,0.4062
M684,0.4093
M684,0.4158
M684,0.4232
M684,0.4234
M684,0.4025
M684,0.4308
M684,0.3834
M684,0.4283
M684,0.4071
M684,0.408
M684,0.4391
M728,0.3505
M684,0.3597
M684,0.4247
M684,0.3652
M684,0.3805
M9,0.4148
M684,0.3971
M684,0.4157
M684,0.4254
M684,0.3954
M684,0.4275
M684,0.4227
M728,0.3526
M684,0.4142
M684,0.3753
M684,0.3727
M684,0.4195
M684,0.426
M9,0.4281
M672,0.447
M682,0.4489
M682,0.4156
M682,0.4432
M682,0.3711
M682,0.4413
M682,0.5079
M682,0.444
M682,0.4904
M682,0.4839
M682,0.4033
M682,0.4528
M672,0.4467
M682,0.4037
M682,0.3619
M682,0.4412
M682,0.48
M682,0.3676
M682,0.4639
M682,0.3671
M682,0.4329
M682,0.4496
M682,0.4383
M682,0.4341
M682,0.4654
M682,0.3688
M682,0.4548
M682,0.4305
M682,0.4431
M682,0.3948
M682,0.4733
M682,0.4612
M682,0.4018
M682,0.3658
M682,0.4452
M682,0.4234
M672,0.45299999999999996
M682,0.3763
M682,0.4317
M672,0.4494
M682,0.4805
M682,0.3914
M682,0.45799999999999996
M682,0.381
M682,0.4502
M682,0.3972
M682,0.4215
M682,0.4355
M672,0.4539
M682,0.3891
M682,0.3811
M672,0.4413
M682,0.4391
M682,0.462
M682,0.46
M682,0.4555
M682,0.381
M682,0.4522
M682,0.4117
M682,0.4018
M682,0.4509
M682,0.3445
M682,0.3652
M682,0.517
M682,0.385
M682,0.4562
M682,0.4258
M682,0.4665
M682,0.4299
M682,0.4399
M682,0.433
M728,0.3476
M682,0.365
M682,0.441
M682,0.4536
M682,0.5073
M672,0.4401
M682,0.3867
M682,0.4543
M682,0.4295
M682,0.4546
M682,0.3699
M682,0.4522
M728,0.3416
M682,0.48
M682,0.5067
M682,0.3977
M682,0.4511
M682,0.4469
M672,0.4495
M672,0.445
M682,0.3711
M682,0.3658
M682,0.3707
M682,0.4324
M682,0.3875
M682,0.3905
M682,0.3577
M682,0.505
M682,0.3689
M682,0.4396
M682,0.4281
M672,0.4487
M682,0.4243
M682,0.3828
M682,0.3618
M682,0.3861
M682,0.4312
M682,0.5112
M682,0.3757
M682,0.3958
M682,0.3971
M682,0.3768
M682,0.3837
M682,0.3906
M682,0.3882
M682,0.4779
M682,0.3853
M682,0.4301
M682,0.4347
M682,0.3670000000000001
M682,0.3711
M682,0.3842
M682,0.3662
M682,0.41100000000000003
M682,0.4269
M672,0.4362
M682,0.4152
M682,0.3736
M672,0.4501
M682,0.3561
M682,0.5108
M682,0.441
M682,0.3883
M682,0.3711
M682,0.4165
M682,0.3816
M682,0.4425
M672,0.4283
M682,0.4177
M682,0.4353
M672,0.4467
M682,0.4732
M682,0.364
M682,0.4865
M682,0.4026
M682,0.3667
M682,0.4142
M682,0.3774
M682,0.4289
M682,0.5584
M682,0.4171
M682,0.4326
M682,0.488
M682,0.4422
M682,0.3885
M682,0.3924
M682,0.426
M682,0.4432
M682,0.4181
M682,0.3922
M728,0.34700000000000003
M682,0.3754
M682,0.4717
M682,0.4509
M682,0.45399999999999996
M672,0.4605
M682,0.462
M682,0.4073
M682,0.4427
M682,0.4256
M682,0.3845
M682,0.4454
M728,0.3495
M682,0.4389
M682,0.4736
M682,0.4662
M682,0.4903
M682,0.4917
M672,0.4465
M672,0.4423
M682,0.3811
M682,0.4432
M682,0.3762
M682,0.4438
M682,0.3845
M682,0.4381
M682,0.3813
M682,0.4038
M682,0.493
M682,0.3802
M682,0.4262
M672,0.4532
M682,0.4592
M682,0.4091
M682,0.3898
M682,0.4395
M682,0.4357
M682,0.4683
M682,0.4384
M682,0.5208
M682,0.446
M682,0.4564
M682,0.4463
M682,0.4162
M682,0.4429
M682,0.4476
M682,0.3734
M682,0.3868
M682,0.4968
M682,0.3861
M682,0.4193
M682,0.4227
M682,0.4265
M682,0.3952
M682,0.4302
M672,0.4464
M682,0.4589
M682,0.4597
M672,0.4417
M682,0.3992
M682,0.4682
M682,0.4986
M682,0.3645
M682,0.4258
M682,0.4355
M682,0.4024
M682,0.4609
M672,0.4632
M682,0.4102
M682,0.4544
M672,0.4370000000000001
M682,0.3816
M682,0.3671
M682,0.3967
M682,0.4495
M682,0.4389
M682,0.4563
M682,0.4002
M682,0.4561
M682,0.4526
M682,0.3693
M682,0.413
M682,0.5144
M682,0.4067
M682,0.4538
M682,0.3886
M682,0.4478
M682,0.4353
M682,0.435
M682,0.4765
M728,0.3462
M682,0.4656
M682,0.3729
M682,0.37
M682,0.4639
M672,0.4501
M682,0.537
M682,0.4453
M682,0.4374
M682,0.3829
M682,0.3841
M682,0.4
M728,0.3534
M682,0.3942
M682,0.3715
M682,0.4519
M682,0.4973
M682,0.3901
M672,0.4508
M672,0.4327
M682,0.4209
M682,0.4796
M682,0.3526
M682,0.4439
M682,0.3675
M682,0.3855
M682,0.3734
M682,0.4423
M682,0.4458
M682,0.485
M682,0.4274
M672,0.4339
M682,0.4762
M682,0.3927
M682,0.4601
M682,0.38
M682,0.45899999999999996
M682,0.4428
M682,0.3623
M682,0.4358
M682,0.4966
M682,0.38299999999999995
M682,0.4107
M682,0.4838
M682,0.4073
